Year,Crop_Code,CSBACRES,Crop_Name
2012,43,10550.90031519295,Other (43)
2012,44,1282.1799734053586,Other (44)
2012,47,16.00088328999136,Other (47)
2012,49,9156.295103822995,Other (49)
2012,50,765.2987892739595,Other (50)
2012,53,7186.166228640073,Other (53)
2012,54,36.64777863263586,Other (54)
2012,55,3.970821573740321,Other (55)
2012,57,86.25276334571338,Other (57)
2012,58,2322.361262148643,Other (58)
2012,59,1037.3408905218018,Sod/Grass Seed
2012,61,40907.608180248535,Fallow
2012,66,219.49419239795853,Other (66)
2012,67,43.403443046198355,Other (67)
2012,68,39369.857069052036,Other (68)
2012,69,25515.131164935516,Other (69)
2012,70,217.86447911058966,Other (70)
2012,77,17.627750563913587,Other (77)
2012,111,4840.48715741059,Other (111)
2012,121,7219.720931957697,Developed
2012,122,1228.448000681508,Other (122)
2012,123,327.0143165014227,Other (123)
2012,124,215.2176282653101,Other (124)
2012,131,8810.789899915795,Other (131)
2012,141,28380.741594297222,Forest
2012,142,639.214574027238,Other (142)
2012,143,498.4851353611665,Other (143)
2012,152,56545.84528959001,Other (152)
2012,176,149246.81610472267,Grass/Pasture
2012,190,2954.25086119872,Other (190)
2012,195,5080.733855319452,Other (195)
2012,205,1442.773442618874,Other (205)
2012,206,72.42090526267991,Other (206)
2012,208,3.4050300287107818,Other (208)
2012,214,66.36331595437706,Other (214)
2012,216,13.602021556191552,Other (216)
2012,218,205.3979756874995,Other (218)
2012,220,11.716912537343232,Other (220)
2012,221,4.011434776707111,Other (221)
2012,222,2243.028318026284,Other (222)
2012,225,50.930679793986606,Other (225)
2012,226,14.50891288293038,Other (226)
2012,227,10.282375118647463,Other (227)
2012,229,569.1053337737544,Other (229)
2012,236,94.95989161838982,Other (236)
2012,242,30.656544756392773,Other (242)
2012,243,8616.388148765702,Other (243)
2013,1,1371440.3759384204,Corn
2013,4,1351.9209437869317,Sorghum
2013,5,299302.6800211371,Soybeans
2013,6,485.58096253323623,Other (6)
2013,12,11153.089079345142,Other (12)
2013,13,9.420506489837177,Other (13)
2013,21,2275.3048440746597,Barley
2013,23,171.99530425775723,Spring Wheat
2013,24,112095.50990053292,Winter Wheat
2013,26,175.43058321831322,Other (26)
2013,27,4278.81686587469,Other (27)
2013,28,25674.319811613415,Other (28)
2013,29,16.125949904268914,Other (29)
2013,30,617.507510281303,Other (30)
2013,35,6.79987158240579,Other (35)
2013,36,482810.52454841294,Alfalfa
2013,37,1194279.7484496615,Other Hay
2013,39,343.9214946171239,Other (39)
2013,41,1223.054889882059,Other (41)
2013,42,24719.185125181408,Other (42)
2013,43,14351.186298346372,Other (43)
2013,44,928.9101153880564,Other (44)
2013,47,17.870508499704872,Other (47)
2013,49,9747.388850448322,Other (49)
2013,50,744.2871382694857,Other (50)
2013,53,7838.710688380027,Other (53)
2013,54,110.35115057859083,Other (54)
2013,55,2.81385146591989,Other (55)
2013,57,19.279561976569042,Other (57)
2013,58,4184.235906345908,Other (58)
2013,59,1228.8789754268707,Sod/Grass Seed
2013,61,28063.92895854544,Fallow
2013,66,181.9258558366018,Other (66)
2013,67,71.63323731539609,Other (67)
2013,68,20979.374236495358,Other (68)
2013,69,23111.071171409363,Other (69)
2013,70,158.53833414375885,Other (70)
2013,77,15.66769372814249,Other (77)
2013,111,3008.8070428877636,Other (111)
2013,121,7255.584892048804,Developed
2013,122,966.5802508493749,Other (122)
2013,123,235.69621169217714,Other (123)
2013,124,217.91482822461555,Other (124)
2013,131,2668.372983738407,Other (131)
2013,141,14317.188709124755,Forest
2013,142,523.1338027403875,Other (142)
2013,143,68.50320582343684,Other (143)
2013,152,4104.131939445025,Other (152)
2013,176,1137307.5810508698,Grass/Pasture
2013,190,2480.3612045569853,Other (190)
2013,195,4710.516655912906,Other (195)
2013,205,1288.1456325980346,Other (205)
2013,206,567.0801247127232,Other (206)
2013,207,107.84147789264682,Other (207)
2013,208,3.4226582108696313,Other (208)
2013,214,75.63344868542042,Other (214)
2013,216,49.26885798681097,Other (216)
2013,218,11.977232768936318,Other (218)
2013,220,9.091091901657732,Other (220)
2013,221,33.848320432053676,Other (221)
2013,222,1979.0187384069022,Other (222)
2013,225,683.0060804084166,Other (225)
2013,226,14.817913448410062,Other (226)
2013,229,521.0327422973398,Other (229)
2013,236,41.08384228345495,Other (236)
2013,237,20.282834827782494,Other (237)
2013,240,11.500435069491878,Other (240)
2013,241,61.96897545433066,Other (241)
2013,242,50.53753107750936,Other (242)
2013,243,8849.263283567961,Other (243)
2013,244,37.82812075829544,Other (244)
2013,245,3.1604988469903423,Other (245)
2013,247,19.847321004205952,Other (247)
2013,254,4.2054407924459145,Other (254)
2014,1,1286971.1084317989,Corn
2014,4,1374.9728845812908,Sorghum
2014,5,379463.0621968276,Soybeans
2014,6,665.7783458869491,Other (6)
2014,12,8357.596693612228,Other (12)
2014,21,1818.0325034529217,Barley
2014,23,628.512836274047,Spring Wheat
2014,24,103985.54477980886,Winter Wheat
2014,26,470.5726067522896,Other (26)
2014,27,5146.320118745538,Other (27)
2014,28,18503.07902368098,Other (28)
2014,29,38.47220082469495,Other (29)
2014,30,631.3626818375188,Other (30)
2014,32,5.909546471425044,Other (32)
2014,35,2.6229459256813774,Other (35)
2014,36,519936.5790205085,Alfalfa
2014,37,1243104.826741732,Other Hay
2014,39,495.47320613553916,Other (39)
2014,41,970.8183641331557,Other (41)
2014,42,24753.88978909965,Other (42)
2014,43,14438.352231665696,Other (43)
2014,44,760.3174280504365,Other (44)
2014,47,37.076409349896025,Other (47)
2014,48,61.873869361781615,Other (48)
2014,49,8689.724428346255,Other (49)
2014,50,2025.4092344053472,Other (50)
2014,53,6467.352713778387,Other (53)
2014,54,243.27413118824194,Other (54)
2014,55,94.86548144492001,Other (55)
2014,56,5.2153545524492015,Other (56)
2014,57,56.0177457688628,Other (57)
2014,58,5582.18425773482,Other (58)
2014,59,1579.0177636517326,Sod/Grass Seed
2014,61,36855.23192406394,Fallow
2014,66,183.17382539503166,Other (66)
2014,67,69.81645809411648,Other (67)
2014,68,21817.451468885505,Other (68)
2014,69,25465.290334875885,Other (69)
2014,70,86.55647415860952,Other (70)
2014,71,27.500811531486,Other (71)
2014,111,2161.2007953428338,Other (111)
2014,121,18247.73613538412,Developed
2014,122,2184.073802313834,Other (122)
2014,123,1450.7074622009525,Other (123)
2014,124,1195.7903444897443,Other (124)
2014,131,2903.189076242387,Other (131)
2014,141,10604.63636938909,Forest
2014,142,546.9711639289517,Other (142)
2014,143,105.5123274110076,Other (143)
2014,152,2006.957215515847,Other (152)
2014,176,1049184.8940943303,Grass/Pasture
2014,190,3135.1343702095887,Other (190)
2014,195,4689.529187893814,Other (195)
2014,205,2691.239066921287,Other (205)
2014,206,705.4201824781964,Other (206)
2014,207,154.514246261715,Other (207)
2014,214,42.68179015358583,Other (214)
2014,216,60.053500647677026,Other (216)
2014,218,9.723303323408173,Other (218)
2014,220,23.20563458367072,Other (220)
2014,221,19.582375493663406,Other (221)
2014,222,2589.712333118956,Other (222)
2014,225,679.1403537022927,Other (225)
2014,226,76.90894312679804,Other (226)
2014,229,542.3551126964563,Other (229)
2014,237,46.46549251921326,Other (237)
2014,240,30.608898326381023,Other (240)
2014,242,38.36417852860265,Other (242)
2014,243,8404.76600594009,Other (243)
2014,244,53.04700196233549,Other (244)
2014,246,13.672212986953,Other (246)
2014,254,27.5702729375555,Other (254)
2015,1,1312108.8099268475,Corn
2015,4,1268.0576973431132,Sorghum
2015,5,352162.2607337272,Soybeans
2015,6,463.5277268679509,Other (6)
2015,12,9163.875036038948,Other (12)
2015,21,2349.889365261283,Barley
2015,23,249.75686498106575,Spring Wheat
2015,24,116468.72974283122,Winter Wheat
2015,25,21.100139018462368,Other (25)
2015,27,5429.6654348234915,Other (27)
2015,28,31703.049696535665,Other (28)
2015,29,31.859587496321716,Other (29)
2015,30,756.3739275767682,Other (30)
2015,36,622005.1636411351,Alfalfa
2015,37,1384325.2637043346,Other Hay
2015,39,761.7979128654441,Other (39)
2015,41,1376.540036889246,Other (41)
2015,42,26532.12952064226,Other (42)
2015,43,13565.66669060253,Other (43)
2015,44,184.34969781986888,Other (44)
2015,47,6.736814484503058,Other (47)
2015,48,6.993145278916,Other (48)
2015,49,10000.133230101417,Other (49)
2015,50,1077.0466958272218,Other (50)
2015,53,9690.214287570396,Other (53)
2015,54,34.21672401255588,Other (54)
2015,55,3.4544377087694333,Other (55)
2015,58,5872.486828282923,Other (58)
2015,59,2704.562213474853,Sod/Grass Seed
2015,60,9.132376510109744,Other (60)
2015,61,101167.52453172683,Fallow
2015,66,114.06410203388359,Other (66)
2015,67,63.76916174387002,Other (67)
2015,68,35554.41505959073,Other (68)
2015,69,29004.007307004646,Other (69)
2015,70,282.0145221825422,Other (70)
2015,71,50.49008404797305,Other (71)
2015,77,12.811512934505881,Other (77)
2015,111,2737.8731838624476,Other (111)
2015,121,16839.17140916079,Developed
2015,122,1750.5808906540678,Other (122)
2015,123,732.1177176314376,Other (123)
2015,124,789.9375040127327,Other (124)
2015,131,2671.9644757032643,Other (131)
2015,141,28110.93670129921,Forest
2015,142,337.6588718002275,Other (142)
2015,143,83.04556422349383,Other (143)
2015,152,4567.416849813304,Other (152)
2015,176,678934.9784357996,Grass/Pasture
2015,190,3987.7808676231202,Other (190)
2015,195,4252.81703619623,Other (195)
2015,205,1900.675464861303,Other (205)
2015,206,745.1574325902495,Other (206)
2015,208,29.21540420634191,Other (208)
2015,214,39.12865264712459,Other (214)
2015,216,20.991466051616662,Other (216)
2015,220,8.899014057330747,Other (220)
2015,221,18.982974612751175,Other (221)
2015,222,2175.766137787147,Other (222)
2015,224,49.90621499158263,Other (224)
2015,225,249.12273893200572,Other (225)
2015,226,99.2814799318181,Other (226)
2015,229,304.088783339429,Other (229)
2015,242,46.477517188048346,Other (242)
2015,243,8381.697807718152,Other (243)
2015,244,6.5330976106046865,Other (244)
2015,246,37.45425727624151,Other (246)
2015,254,4.002445018354581,Other (254)
2016,0,3.6649624744890943,Other (0)
2016,1,1298111.2105289886,Corn
2016,4,1167.13709706942,Sorghum
2016,5,374758.5456479455,Soybeans
2016,6,614.4879704337131,Other (6)
2016,12,10232.361319906126,Other (12)
2016,21,2413.2859281599403,Barley
2016,23,698.4312868059549,Spring Wheat
2016,24,119529.98258289846,Winter Wheat
2016,26,14.888609724874224,Other (26)
2016,27,6836.818350079021,Other (27)
2016,28,31791.278607272016,Other (28)
2016,29,171.1405543876263,Other (29)
2016,30,461.3283971906129,Other (30)
2016,36,647252.6542520955,Alfalfa
2016,37,1359214.8626421657,Other Hay
2016,39,740.9483275447044,Other (39)
2016,41,1394.0124121524736,Other (41)
2016,42,33415.1073578905,Other (42)
2016,43,13264.814974235987,Other (43)
2016,47,37.59151650464796,Other (47)
2016,49,10751.183470465372,Other (49)
2016,50,932.642038656741,Other (50)
2016,53,9316.108394667106,Other (53)
2016,54,15.096250143169506,Other (54)
2016,56,5.113360610960828,Other (56)
2016,57,15.934495109807632,Other (57)
2016,58,6940.745861827714,Other (58)
2016,59,2282.16189803113,Sod/Grass Seed
2016,61,65696.45979995195,Fallow
2016,66,90.7171176564618,Other (66)
2016,67,13.57205051237188,Other (67)
2016,68,36284.40882208749,Other (68)
2016,69,29088.480467923615,Other (69)
2016,70,172.25383821726214,Other (70)
2016,77,7.142813780113853,Other (77)
2016,92,15.361550571791268,Other (92)
2016,111,2598.8371931644806,Other (111)
2016,121,16728.471333026944,Developed
2016,122,1682.3583963580386,Other (122)
2016,123,733.3453011974634,Other (123)
2016,124,822.089831961702,Other (124)
2016,131,2501.6090976996916,Other (131)
2016,141,28442.722862359125,Forest
2016,142,334.0426273449506,Other (142)
2016,143,103.18068464519716,Other (143)
2016,152,4029.530759467541,Other (152)
2016,176,686878.3610853354,Grass/Pasture
2016,190,3929.43910601869,Other (190)
2016,195,5226.940980906956,Other (195)
2016,205,2959.9509592239588,Other (205)
2016,206,777.8484967710286,Other (206)
2016,214,90.09711110358964,Other (214)
2016,216,27.8174280244793,Other (216)
2016,219,128.79168014020615,Other (219)
2016,220,8.67448625874848,Other (220)
2016,221,4.3276942749266585,Other (221)
2016,222,2514.205717732074,Other (222)
2016,225,455.77920131030174,Other (225)
2016,226,69.82457350928875,Other (226)
2016,229,856.836593284081,Other (229)
2016,237,21.343178545485053,Other (237)
2016,240,33.25669918863045,Other (240)
2016,242,15.760902519447214,Other (242)
2016,243,10750.943500630912,Other (243)
2016,244,17.277476612469066,Other (244)
2017,1,1203048.883911268,Corn
2017,4,1676.6318661893984,Sorghum
2017,5,302928.46118658053,Soybeans
2017,6,1497.8639956484362,Other (6)
2017,21,3033.0769939522634,Barley
2017,23,300.86404835105407,Spring Wheat
2017,24,110376.56486838781,Winter Wheat
2017,26,73.2379589942765,Other (26)
2017,27,6096.343150602138,Other (27)
2017,28,13490.495028507106,Other (28)
2017,29,6.03987614663607,Other (29)
2017,30,352.34230333084184,Other (30)
2017,36,666755.5924758632,Alfalfa
2017,37,1504984.630370428,Other Hay
2017,39,410.24690254501326,Other (39)
2017,41,1691.8784095211554,Other (41)
2017,42,21997.411763755026,Other (42)
2017,43,10826.684687107812,Other (43)
2017,44,18.8482163910907,Other (44)
2017,47,27.47908000011534,Other (47)
2017,49,9788.990380544443,Other (49)
2017,50,1204.74418364515,Other (50)
2017,53,5866.838532115949,Other (53)
2017,56,30.91765663878426,Other (56)
2017,57,66.10531024410528,Other (57)
2017,58,5352.556012552973,Other (58)
2017,59,1730.8305609227343,Sod/Grass Seed
2017,61,203584.16342978185,Fallow
2017,66,115.41484081864712,Other (66)
2017,67,130.03148659894543,Other (67)
2017,68,39358.485521681505,Other (68)
2017,69,31933.98441694834,Other (69)
2017,70,460.67808675255696,Other (70)
2017,77,7.83564056948701,Other (77)
2017,92,5.42331092359282,Other (92)
2017,111,222.014513489668,Other (111)
2017,121,4310.504378623496,Developed
2017,122,127.14239923817901,Other (122)
2017,123,27.8421594252175,Other (123)
2017,124,8.098047020971,Other (124)
2017,131,218.25984180401383,Other (131)
2017,141,18503.065535317626,Forest
2017,142,499.72762456014567,Other (142)
2017,143,231.8989284201728,Other (143)
2017,152,894.2535060185813,Other (152)
2017,176,45106.37138170898,Grass/Pasture
2017,190,1018.1650115474207,Other (190)
2017,195,506.35205008606346,Other (195)
2017,205,4849.278531941589,Other (205)
2017,206,746.2894819065268,Other (206)
2017,214,66.04918128011566,Other (214)
2017,216,13.575609341875479,Other (216)
2017,219,314.0635753202361,Other (219)
2017,221,27.48747614419766,Other (221)
2017,222,2663.1647394458114,Other (222)
2017,225,216.87030086400395,Other (225)
2017,226,133.88169640018413,Other (226)
2017,227,13.3926414000177,Other (227)
2017,229,230.90901332628636,Other (229)
2017,242,93.94265071797506,Other (242)
2017,243,8174.219958195246,Other (243)
2017,247,13.8387839403563,Other (247)
2018,1,1298838.2051448806,Corn
2018,4,1289.826657734444,Sorghum
2018,5,383753.27990114153,Soybeans
2018,6,254.3447406905106,Other (6)
2018,21,2826.964938572208,Barley
2018,23,175.5701813737983,Spring Wheat
2018,24,103086.43101436786,Winter Wheat
2018,27,3737.612625567916,Other (27)
2018,28,17759.885752708025,Other (28)
2018,29,40.18367529960493,Other (29)
2018,30,672.9050223167638,Other (30)
2018,36,682799.8154051,Alfalfa
2018,37,1501569.7578925705,Other Hay
2018,39,1016.0648076680976,Other (39)
2018,41,2365.923609906481,Other (41)
2018,42,32677.847532642714,Other (42)
2018,43,13293.875709932941,Other (43)
2018,44,145.39283498658332,Other (44)
2018,47,332.67417415664266,Other (47)
2018,49,10197.197535751919,Other (49)
2018,50,1743.8849784946467,Other (50)
2018,53,6304.0979271697615,Other (53)
2018,54,16.355561721694,Other (54)
2018,56,71.42253885460643,Other (56)
2018,57,21.81911345313303,Other (57)
2018,58,6375.926336204996,Other (58)
2018,59,1709.062780261232,Sod/Grass Seed
2018,61,19772.162200963456,Fallow
2018,66,194.30430103989957,Other (66)
2018,67,119.88454600951445,Other (67)
2018,68,41268.186783385994,Other (68)
2018,69,33240.93241729483,Other (69)
2018,70,495.37182831330324,Other (70)
2018,77,14.10483024729383,Other (77)
2018,92,12.71524157324688,Other (92)
2018,111,148.98654002649923,Other (111)
2018,121,3962.3700295655467,Developed
2018,122,134.92379960944066,Other (122)
2018,123,31.54103842192383,Other (123)
2018,124,8.098047020971,Other (124)
2018,131,263.81516286702714,Other (131)
2018,141,13858.881371880385,Forest
2018,142,807.3701510890359,Other (142)
2018,143,162.59100700547748,Other (143)
2018,152,1074.7175401125107,Other (152)
2018,176,34005.860785472134,Grass/Pasture
2018,190,723.2380431771592,Other (190)
2018,195,532.0144700395882,Other (195)
2018,205,2589.457752747665,Other (205)
2018,206,794.6178640488503,Other (206)
2018,214,694.2573204159321,Other (214)
2018,219,75.67310365425726,Other (219)
2018,222,2293.329034352192,Other (222)
2018,225,191.02288205883562,Other (225)
2018,227,256.16330160111085,Other (227)
2018,229,690.639783885613,Other (229)
2018,242,93.94265071797506,Other (242)
2018,243,6837.500732497831,Other (243)
2018,244,16.0475850378304,Other (244)
2018,246,20.1849421316344,Other (246)
2019,1,1185268.585543069,Corn
2019,4,1896.7685376933614,Sorghum
2019,5,258149.29619670182,Soybeans
2019,6,199.26882746135746,Other (6)
2019,12,10344.7379138676,Other (12)
2019,21,3341.132174069624,Barley
2019,23,523.4871695277375,Spring Wheat
2019,24,80963.35107992686,Winter Wheat
2019,27,4630.706494922819,Other (27)
2019,28,18356.117119131788,Other (28)
2019,29,437.6544887420929,Other (29)
2019,30,220.30672401839,Other (30)
2019,36,652603.4934135601,Alfalfa
2019,37,1246286.0917296198,Other Hay
2019,39,1114.8224410429702,Other (39)
2019,41,3003.216532216315,Other (41)
2019,42,26118.146504682285,Other (42)
2019,43,14123.008614123846,Other (43)
2019,44,714.2117401409906,Other (44)
2019,47,246.95697930305286,Other (47)
2019,49,9164.867097418535,Other (49)
2019,50,1487.3025318337452,Other (50)
2019,53,8412.49163914131,Other (53)
2019,54,19.4217115502405,Other (54)
2019,56,6.10880922677148,Other (56)
2019,57,210.02446709166588,Other (57)
2019,58,7595.625187869954,Other (58)
2019,59,1366.9705523154478,Sod/Grass Seed
2019,61,301599.3951477992,Fallow
2019,66,163.56794625815849,Other (66)
2019,67,126.1947083823049,Other (67)
2019,68,42433.099721712664,Other (68)
2019,69,33699.42393929883,Other (69)
2019,70,127.06385312273632,Other (70)
2019,77,36.31185333737927,Other (77)
2019,92,19.09055524644393,Other (92)
2019,111,182.86190285206072,Other (111)
2019,121,4242.276048729088,Developed
2019,122,690.6992800130992,Other (122)
2019,123,766.3350408955297,Other (123)
2019,124,559.7111381280528,Other (124)
2019,131,334.09719901879635,Other (131)
2019,141,11001.340480518047,Forest
2019,142,401.03149823795667,Other (142)
2019,143,235.61515558573353,Other (143)
2019,152,120.20035133738125,Other (152)
2019,176,284943.7969861998,Grass/Pasture
2019,190,1321.0399915138942,Other (190)
2019,195,860.173232190001,Other (195)
2019,205,4083.5012706186567,Other (205)
2019,206,1123.9948095696523,Other (206)
2019,214,326.53200437877217,Other (214)
2019,216,13.9057326360518,Other (216)
2019,219,886.256552076259,Other (219)
2019,220,12.85563017291318,Other (220)
2019,222,2878.433207072448,Other (222)
2019,225,14.8664655057763,Other (225)
2019,226,53.33596503944388,Other (226)
2019,228,872.2176323263216,Other (228)
2019,229,694.8725183976404,Other (229)
2019,242,55.59546396329328,Other (242)
2019,243,6674.3815373113375,Other (243)
2019,254,102.98844207878068,Other (254)
2020,1,1289466.9107584378,Corn
2020,4,4641.563784726149,Sorghum
2020,5,366656.85937178717,Soybeans
2020,6,110.2190020550369,Other (6)
2020,12,11101.099101370113,Other (12)
2020,21,2918.475088944336,Barley
2020,22,18.14793796311464,Other (22)
2020,23,625.2800901947398,Spring Wheat
2020,24,122321.34395351511,Winter Wheat
2020,26,14.50175802999625,Other (26)
2020,27,5674.533739578148,Other (27)
2020,28,23293.16365478307,Other (28)
2020,29,142.5348031554028,Other (29)
2020,30,392.9603018745906,Other (30)
2020,36,679665.8366475928,Alfalfa
2020,37,1157509.5056294545,Other Hay
2020,39,829.404259941947,Other (39)
2020,41,2732.763837176935,Other (41)
2020,42,34948.389299328555,Other (42)
2020,43,13981.713418516722,Other (43)
2020,44,306.87408641675637,Other (44)
2020,47,63.5614934589443,Other (47)
2020,49,9450.199578561165,Other (49)
2020,50,1007.8447550095115,Other (50)
2020,53,8040.658798292462,Other (53)
2020,54,19.558610148002,Other (54)
2020,56,6.10880922677148,Other (56)
2020,57,4.52198264311248,Other (57)
2020,58,7605.003900174483,Other (58)
2020,59,1351.4196833683625,Sod/Grass Seed
2020,61,30708.45721621887,Fallow
2020,66,156.4249724516463,Other (66)
2020,67,150.89691800050878,Other (67)
2020,68,42048.91879479386,Other (68)
2020,69,33154.19798959579,Other (69)
2020,70,97.47250340838895,Other (70)
2020,77,61.21288959251438,Other (77)
2020,111,351.1631729913238,Other (111)
2020,121,4315.142786292184,Developed
2020,122,719.8891125384406,Other (122)
2020,123,780.1602848067666,Other (123)
2020,124,544.2278403205751,Other (124)
2020,131,494.1837396468161,Other (131)
2020,141,9810.6182314916,Forest
2020,142,329.53483452756404,Other (142)
2020,143,199.51382476131437,Other (143)
2020,152,114.48397059487323,Other (152)
2020,176,349411.321368332,Grass/Pasture
2020,190,1320.2242341284439,Other (190)
2020,195,1205.6250350214407,Other (195)
2020,205,4013.408336403319,Other (205)
2020,206,1271.3831503279016,Other (206)
2020,207,20.8519841851389,Other (207)
2020,214,283.2146489500353,Other (214)
2020,216,68.88800220161862,Other (216)
2020,219,103.5384922749797,Other (219)
2020,221,111.01209235445707,Other (221)
2020,222,2415.9982607291986,Other (222)
2020,225,196.07910979816717,Other (225)
2020,228,1755.9801229297625,Other (228)
2020,229,792.7746993033123,Other (229)
2020,237,32.9003263685161,Other (237)
2020,242,99.71023858005239,Other (242)
2020,243,6420.8681621466485,Other (243)
2021,1,1285576.967794494,Corn
2021,4,3631.986479997305,Sorghum
2021,5,388390.50259027357,Soybeans
2021,6,459.7291904186172,Other (6)
2021,12,10955.027430798658,Other (12)
2021,13,41.6707028657804,Other (13)
2021,21,1419.8046684891633,Barley
2021,23,1191.198495165058,Spring Wheat
2021,24,141274.98404465357,Winter Wheat
2021,25,33.65154823517758,Other (25)
2021,26,203.65272152259047,Other (26)
2021,27,7163.9920168933895,Other (27)
2021,28,18899.114611214234,Other (28)
2021,29,233.16459033939995,Other (29)
2021,30,669.5782525777659,Other (30)
2021,36,686748.3707217888,Alfalfa
2021,37,931701.3816978602,Other Hay
2021,39,402.1325989684586,Other (39)
2021,41,2803.341893564736,Other (41)
2021,42,32021.30205543462,Other (42)
2021,43,13985.498679454955,Other (43)
2021,44,296.50909829687345,Other (44)
2021,47,84.05107585158257,Other (47)
2021,49,10085.259448934587,Other (49)
2021,50,1354.4680307821181,Other (50)
2021,53,7836.933570687936,Other (53)
2021,56,6.10880922677148,Other (56)
2021,57,20.82944325366776,Other (57)
2021,58,5727.975875586404,Other (58)
2021,59,1275.0836115704724,Sod/Grass Seed
2021,61,7164.360377930853,Fallow
2021,66,98.36490943556727,Other (66)
2021,67,131.6764111275047,Other (67)
2021,68,31734.717562021964,Other (68)
2021,69,32961.83967761962,Other (69)
2021,70,161.2787548072607,Other (70)
2021,77,9.02824896902714,Other (77)
2021,111,136.0056350389875,Other (111)
2021,121,4771.239859875852,Developed
2021,122,828.7539342744705,Other (122)
2021,123,1396.0476606443171,Other (123)
2021,124,1022.0348230695809,Other (124)
2021,131,453.9211148037137,Other (131)
2021,141,5189.522576070304,Forest
2021,142,218.30479024710536,Other (142)
2021,143,139.695824503029,Other (143)
2021,152,36.57798479998394,Other (152)
2021,176,572569.9977262946,Grass/Pasture
2021,190,689.505067139166,Other (190)
2021,195,681.4650120151101,Other (195)
2021,205,5056.96172471215,Other (205)
2021,206,1047.812170967576,Other (206)
2021,214,499.103887475492,Other (214)
2021,216,109.86074849877258,Other (216)
2021,219,140.81633271457855,Other (219)
2021,220,12.9497196981589,Other (220)
2021,222,2474.61323938215,Other (222)
2021,225,452.47250435421626,Other (225)
2021,228,5338.058402508368,Other (228)
2021,229,1314.946517915148,Other (229)
2021,236,62.41640269541994,Other (236)
2021,237,43.25990050934283,Other (237)
2021,240,43.879610008935,Other (240)
2021,242,99.71023858005239,Other (242)
2021,243,6854.289936116824,Other (243)
2021,244,21.474445768299248,Other (244)
2022,1,1314208.7209379934,Corn
2022,4,3077.57009020058,Sorghum
2022,5,414755.5914151191,Soybeans
2022,6,446.81480816368963,Other (6)
2022,12,10303.457685595346,Other (12)
2022,13,4.96125027801943,Other (13)
2022,21,1223.773652932933,Barley
2022,23,736.580597241885,Spring Wheat
2022,24,94043.52492617512,Winter Wheat
2022,26,54.10695994352915,Other (26)
2022,27,4596.528396047042,Other (27)
2022,28,17026.99364981199,Other (28)
2022,29,135.04779666704698,Other (29)
2022,30,93.10064459108875,Other (30)
2022,36,651855.0671441975,Alfalfa
2022,37,877480.3967376486,Other Hay
2022,39,456.41380282330135,Other (39)
2022,41,1779.3430684163723,Other (41)
2022,42,24862.65208085264,Other (42)
2022,43,11758.230425240248,Other (43)
2022,44,193.05653603399523,Other (44)
2022,47,186.8989371226949,Other (47)
2022,48,19.3867650479836,Other (48)
2022,49,9580.463939239162,Other (49)
2022,50,1106.0333168621205,Other (50)
2022,52,11.4168871989304,Other (52)
2022,53,6722.863065629233,Other (53)
2022,54,34.11528924790232,Other (54)
2022,56,6.10880922677148,Other (56)
2022,57,863.636764865221,Other (57)
2022,58,7012.804009823499,Other (58)
2022,59,978.5506170692928,Sod/Grass Seed
2022,61,32075.823862702968,Fallow
2022,66,109.07824682111217,Other (66)
2022,67,151.18537853221898,Other (67)
2022,68,35909.885174750685,Other (68)
2022,69,34794.39718470166,Other (69)
2022,70,90.49379821421392,Other (70)
2022,77,39.88412707478852,Other (77)
2022,111,148.856922667747,Other (111)
2022,121,4794.793536755756,Developed
2022,122,846.7931232888614,Other (122)
2022,123,1397.4522671307689,Other (123)
2022,124,1059.6872069662,Other (124)
2022,131,508.11709975712586,Other (131)
2022,141,4458.617999398747,Forest
2022,142,134.81581390858346,Other (142)
2022,143,100.22884977329689,Other (143)
2022,152,72.98621426161314,Other (152)
2022,176,644221.3308746576,Grass/Pasture
2022,190,766.0505514612537,Other (190)
2022,195,486.93741514157756,Other (195)
2022,205,4509.0824791867,Other (205)
2022,206,718.9428838317168,Other (206)
2022,214,264.8987271825955,Other (214)
2022,219,6.81490662432907,Other (219)
2022,220,23.3802430343189,Other (220)
2022,221,56.71547759868653,Other (221)
2022,222,2087.4753366554087,Other (222)
2022,225,353.2821827747209,Other (225)
2022,228,5775.961284780996,Other (228)
2022,229,940.2703754307927,Other (229)
2022,236,41.7000731642427,Other (236)
2022,237,12.69932136667813,Other (237)
2022,242,107.45039037168279,Other (242)
2022,243,5671.265540845982,Other (243)
2022,244,106.79216004724921,Other (244)
2022,248,2.87744362471317,Other (248)
2023,1,1288774.109360771,Corn
2023,4,3139.207174223036,Sorghum
2023,5,429196.2168485734,Soybeans
2023,6,407.25177293048336,Other (6)
2023,12,10386.632875549094,Other (12)
2023,21,1880.4637024101448,Barley
2023,23,538.6266554964676,Spring Wheat
2023,24,135652.94539437207,Winter Wheat
2023,27,4206.495546485353,Other (27)
2023,28,19717.61887560482,Other (28)
2023,29,344.1515058343314,Other (29)
2023,30,44.6493506205465,Other (30)
2023,35,296.21598670439624,Other (35)
2023,36,622722.7078327576,Alfalfa
2023,37,816593.476304387,Other Hay
2023,39,522.1396810328625,Other (39)
2023,41,2112.0510308141047,Other (41)
2023,42,19987.972986742487,Other (42)
2023,43,15612.401187426549,Other (43)
