Program,Year,Period,Week Ending,Geo Level,State,State ANSI,Ag District,Ag District Code,County,County ANSI,Zip Code,Region,watershed_code,Watershed,Commodity,Data Item,Domain,Domain Category,Value,CV (%)
CENSUS,2022,YEAR,,STATE,NEW YORK,36,,,,,,,0,,FERTILIZER TOTALS,"FERTILIZER TOTALS, INCL LIME & SOIL CONDITIONERS - OPERATIONS WITH EXPENSE",ECONOMIC CLASS AND EXPENSE,"ECONOMIC CLASS: (1,000,000 OR MORE $) AND EXPENSE: (5,000 TO 24,999 $)",258.0,12.1
CENSUS,2022,YEAR,,STATE,NEW YORK,36,,,,,,,0,,FERTILIZER TOTALS,"FERTILIZER TOTALS, INCL LIME & SOIL CONDITIONERS - OPERATIONS WITH EXPENSE",ECONOMIC CLASS AND EXPENSE,"ECONOMIC CLASS: (1,000,000 OR MORE $) AND EXPENSE: (50,000 OR MORE $)",854.0,5.6
CENSUS,2022,YEAR,,STATE,NEW YORK,36,,,,,,,0,,FERTILIZER TOTALS,"FERTILIZER TOTALS, INCL LIME & SOIL CONDITIONERS - OPERATIONS WITH EXPENSE",ECONOMIC CLASS AND EXPENSE,"ECONOMIC CLASS: (1,000,000 OR MORE $) AND EXPENSE: (LESS THAN 5,000 $)",50.0,10.7
CENSUS,2022,YEAR,,STATE,NEW YORK,36,,,,,,,0,,FERTILIZER TOTALS,"FERTILIZER TOTALS, INCL LIME & SOIL CONDITIONERS - OPERATIONS WITH EXPENSE",ECONOMIC CLASS AND EXPENSE,"ECONOMIC CLASS: (10,000 TO 24,999 $) AND EXPENSE: (25,000 TO 49,999 $)",3.0,31.6
CENSUS,2022,YEAR,,STATE,NEW YORK,36,,,,,,,0,,FERTILIZER TOTALS,"FERTILIZER TOTALS, INCL LIME & SOIL CONDITIONERS - OPERATIONS WITH EXPENSE",ECONOMIC CLASS AND EXPENSE,"ECONOMIC CLASS: (10,000 TO 24,999 $) AND EXPENSE: (5,000 TO 24,999 $)",229.0,7.3
CENSUS,2022,YEAR,,STATE,NEW YORK,36,,,,,,,0,,FERTILIZER TOTALS,"FERTILIZER TOTALS, INCL LIME & SOIL CONDITIONERS - OPERATIONS WITH EXPENSE",ECONOMIC CLASS AND EXPENSE,"ECONOMIC CLASS: (10,000 TO 24,999 $) AND EXPENSE: (LESS THAN 5,000 $)",1643.0,5.1
CENSUS,2022,YEAR,,STATE,NEW YORK,36,,,,,,,0,,FERTILIZER TOTALS,"FERTILIZER TOTALS, INCL LIME & SOIL CONDITIONERS - OPERATIONS WITH EXPENSE",ECONOMIC CLASS AND EXPENSE,"ECONOMIC CLASS: (100,000 TO 249,999 $) AND EXPENSE: (25,000 TO 49,999 $)",237.0,14.4
CENSUS,2022,YEAR,,STATE,NEW YORK,36,,,,,,,0,,FERTILIZER TOTALS,"FERTILIZER TOTALS, INCL LIME & SOIL CONDITIONERS - OPERATIONS WITH EXPENSE",ECONOMIC CLASS AND EXPENSE,"ECONOMIC CLASS: (100,000 TO 249,999 $) AND EXPENSE: (5,000 TO 24,999 $)",799.0,6.2
CENSUS,2022,YEAR,,STATE,NEW YORK,36,,,,,,,0,,FERTILIZER TOTALS,"FERTILIZER TOTALS, INCL LIME & SOIL CONDITIONERS - OPERATIONS WITH EXPENSE",ECONOMIC CLASS AND EXPENSE,"ECONOMIC CLASS: (100,000 TO 249,999 $) AND EXPENSE: (50,000 OR MORE $)",88.0,33.5
CENSUS,2022,YEAR,,STATE,NEW YORK,36,,,,,,,0,,FERTILIZER TOTALS,"FERTILIZER TOTALS, INCL LIME & SOIL CONDITIONERS - OPERATIONS WITH EXPENSE",ECONOMIC CLASS AND EXPENSE,"ECONOMIC CLASS: (100,000 TO 249,999 $) AND EXPENSE: (LESS THAN 5,000 $)",712.0,8.9
CENSUS,2022,YEAR,,STATE,NEW YORK,36,,,,,,,0,,FERTILIZER TOTALS,"FERTILIZER TOTALS, INCL LIME & SOIL CONDITIONERS - OPERATIONS WITH EXPENSE",ECONOMIC CLASS AND EXPENSE,"ECONOMIC CLASS: (2,500 TO 4,999 $) AND EXPENSE: (5,000 TO 24,999 $)",22.0,15.5
CENSUS,2022,YEAR,,STATE,NEW YORK,36,,,,,,,0,,FERTILIZER TOTALS,"FERTILIZER TOTALS, INCL LIME & SOIL CONDITIONERS - OPERATIONS WITH EXPENSE",ECONOMIC CLASS AND EXPENSE,"ECONOMIC CLASS: (2,500 TO 4,999 $) AND EXPENSE: (LESS THAN 5,000 $)",695.0,5.7
CENSUS,2022,YEAR,,STATE,NEW YORK,36,,,,,,,0,,FERTILIZER TOTALS,"FERTILIZER TOTALS, INCL LIME & SOIL CONDITIONERS - OPERATIONS WITH EXPENSE",ECONOMIC CLASS AND EXPENSE,"ECONOMIC CLASS: (25,000 TO 49,999 $) AND EXPENSE: (25,000 TO 49,999 $)",8.0,26.5
CENSUS,2022,YEAR,,STATE,NEW YORK,36,,,,,,,0,,FERTILIZER TOTALS,"FERTILIZER TOTALS, INCL LIME & SOIL CONDITIONERS - OPERATIONS WITH EXPENSE",ECONOMIC CLASS AND EXPENSE,"ECONOMIC CLASS: (25,000 TO 49,999 $) AND EXPENSE: (5,000 TO 24,999 $)",405.0,7.5
CENSUS,2022,YEAR,,STATE,NEW YORK,36,,,,,,,0,,FERTILIZER TOTALS,"FERTILIZER TOTALS, INCL LIME & SOIL CONDITIONERS - OPERATIONS WITH EXPENSE",ECONOMIC CLASS AND EXPENSE,"ECONOMIC CLASS: (25,000 TO 49,999 $) AND EXPENSE: (50,000 OR MORE $)",1.0,94.9
CENSUS,2022,YEAR,,STATE,NEW YORK,36,,,,,,,0,,FERTILIZER TOTALS,"FERTILIZER TOTALS, INCL LIME & SOIL CONDITIONERS - OPERATIONS WITH EXPENSE",ECONOMIC CLASS AND EXPENSE,"ECONOMIC CLASS: (25,000 TO 49,999 $) AND EXPENSE: (LESS THAN 5,000 $)",1104.0,4.2
CENSUS,2022,YEAR,,STATE,NEW YORK,36,,,,,,,0,,FERTILIZER TOTALS,"FERTILIZER TOTALS, INCL LIME & SOIL CONDITIONERS - OPERATIONS WITH EXPENSE",ECONOMIC CLASS AND EXPENSE,"ECONOMIC CLASS: (250,000 TO 499,999 $) AND EXPENSE: (25,000 TO 49,999 $)",182.0,20.5
CENSUS,2022,YEAR,,STATE,NEW YORK,36,,,,,,,0,,FERTILIZER TOTALS,"FERTILIZER TOTALS, INCL LIME & SOIL CONDITIONERS - OPERATIONS WITH EXPENSE",ECONOMIC CLASS AND EXPENSE,"ECONOMIC CLASS: (250,000 TO 499,999 $) AND EXPENSE: (5,000 TO 24,999 $)",579.0,3.6
CENSUS,2022,YEAR,,STATE,NEW YORK,36,,,,,,,0,,FERTILIZER TOTALS,"FERTILIZER TOTALS, INCL LIME & SOIL CONDITIONERS - OPERATIONS WITH EXPENSE",ECONOMIC CLASS AND EXPENSE,"ECONOMIC CLASS: (250,000 TO 499,999 $) AND EXPENSE: (50,000 OR MORE $)",214.0,8.0
CENSUS,2022,YEAR,,STATE,NEW YORK,36,,,,,,,0,,FERTILIZER TOTALS,"FERTILIZER TOTALS, INCL LIME & SOIL CONDITIONERS - OPERATIONS WITH EXPENSE",ECONOMIC CLASS AND EXPENSE,"ECONOMIC CLASS: (250,000 TO 499,999 $) AND EXPENSE: (LESS THAN 5,000 $)",307.0,4.6
CENSUS,2022,YEAR,,STATE,NEW YORK,36,,,,,,,0,,FERTILIZER TOTALS,"FERTILIZER TOTALS, INCL LIME & SOIL CONDITIONERS - OPERATIONS WITH EXPENSE",ECONOMIC CLASS AND EXPENSE,"ECONOMIC CLASS: (5,000 TO 9,999 $) AND EXPENSE: (25,000 TO 49,999 $)",3.0,31.6
CENSUS,2022,YEAR,,STATE,NEW YORK,36,,,,,,,0,,FERTILIZER TOTALS,"FERTILIZER TOTALS, INCL LIME & SOIL CONDITIONERS - OPERATIONS WITH EXPENSE",ECONOMIC CLASS AND EXPENSE,"ECONOMIC CLASS: (5,000 TO 9,999 $) AND EXPENSE: (5,000 TO 24,999 $)",53.0,48.6
CENSUS,2022,YEAR,,STATE,NEW YORK,36,,,,,,,0,,FERTILIZER TOTALS,"FERTILIZER TOTALS, INCL LIME & SOIL CONDITIONERS - OPERATIONS WITH EXPENSE",ECONOMIC CLASS AND EXPENSE,"ECONOMIC CLASS: (5,000 TO 9,999 $) AND EXPENSE: (LESS THAN 5,000 $)",1023.0,5.2
CENSUS,2022,YEAR,,STATE,NEW YORK,36,,,,,,,0,,FERTILIZER TOTALS,"FERTILIZER TOTALS, INCL LIME & SOIL CONDITIONERS - OPERATIONS WITH EXPENSE",ECONOMIC CLASS AND EXPENSE,"ECONOMIC CLASS: (50,000 TO 99,999 $) AND EXPENSE: (25,000 TO 49,999 $)",66.0,12.9
CENSUS,2022,YEAR,,STATE,NEW YORK,36,,,,,,,0,,FERTILIZER TOTALS,"FERTILIZER TOTALS, INCL LIME & SOIL CONDITIONERS - OPERATIONS WITH EXPENSE",ECONOMIC CLASS AND EXPENSE,"ECONOMIC CLASS: (50,000 TO 99,999 $) AND EXPENSE: (5,000 TO 24,999 $)",483.0,4.2
CENSUS,2022,YEAR,,STATE,NEW YORK,36,,,,,,,0,,FERTILIZER TOTALS,"FERTILIZER TOTALS, INCL LIME & SOIL CONDITIONERS - OPERATIONS WITH EXPENSE",ECONOMIC CLASS AND EXPENSE,"ECONOMIC CLASS: (50,000 TO 99,999 $) AND EXPENSE: (50,000 OR MORE $)",11.0,28.6
CENSUS,2022,YEAR,,STATE,NEW YORK,36,,,,,,,0,,FERTILIZER TOTALS,"FERTILIZER TOTALS, INCL LIME & SOIL CONDITIONERS - OPERATIONS WITH EXPENSE",ECONOMIC CLASS AND EXPENSE,"ECONOMIC CLASS: (50,000 TO 99,999 $) AND EXPENSE: (LESS THAN 5,000 $)",782.0,7.8
CENSUS,2022,YEAR,,STATE,NEW YORK,36,,,,,,,0,,FERTILIZER TOTALS,"FERTILIZER TOTALS, INCL LIME & SOIL CONDITIONERS - OPERATIONS WITH EXPENSE",ECONOMIC CLASS AND EXPENSE,"ECONOMIC CLASS: (500,000 TO 999,999 $) AND EXPENSE: (25,000 TO 49,999 $)",154.0,11.4
CENSUS,2022,YEAR,,STATE,NEW YORK,36,,,,,,,0,,FERTILIZER TOTALS,"FERTILIZER TOTALS, INCL LIME & SOIL CONDITIONERS - OPERATIONS WITH EXPENSE",ECONOMIC CLASS AND EXPENSE,"ECONOMIC CLASS: (500,000 TO 999,999 $) AND EXPENSE: (5,000 TO 24,999 $)",248.0,6.1
CENSUS,2022,YEAR,,STATE,NEW YORK,36,,,,,,,0,,FERTILIZER TOTALS,"FERTILIZER TOTALS, INCL LIME & SOIL CONDITIONERS - OPERATIONS WITH EXPENSE",ECONOMIC CLASS AND EXPENSE,"ECONOMIC CLASS: (500,000 TO 999,999 $) AND EXPENSE: (50,000 OR MORE $)",224.0,4.5
CENSUS,2022,YEAR,,STATE,NEW YORK,36,,,,,,,0,,FERTILIZER TOTALS,"FERTILIZER TOTALS, INCL LIME & SOIL CONDITIONERS - OPERATIONS WITH EXPENSE",ECONOMIC CLASS AND EXPENSE,"ECONOMIC CLASS: (500,000 TO 999,999 $) AND EXPENSE: (LESS THAN 5,000 $)",115.0,9.1
CENSUS,2022,YEAR,,STATE,NEW YORK,36,,,,,,,0,,FERTILIZER TOTALS,"FERTILIZER TOTALS, INCL LIME & SOIL CONDITIONERS - OPERATIONS WITH EXPENSE",ECONOMIC CLASS AND EXPENSE,"ECONOMIC CLASS: (LESS THAN 1,000 $) AND EXPENSE: (25,000 TO 49,999 $)",14.0,(H)
CENSUS,2022,YEAR,,STATE,NEW YORK,36,,,,,,,0,,FERTILIZER TOTALS,"FERTILIZER TOTALS, INCL LIME & SOIL CONDITIONERS - OPERATIONS WITH EXPENSE",ECONOMIC CLASS AND EXPENSE,"ECONOMIC CLASS: (LESS THAN 1,000 $) AND EXPENSE: (5,000 TO 24,999 $)",79.0,18.2
CENSUS,2022,YEAR,,STATE,NEW YORK,36,,,,,,,0,,FERTILIZER TOTALS,"FERTILIZER TOTALS, INCL LIME & SOIL CONDITIONERS - OPERATIONS WITH EXPENSE",ECONOMIC CLASS AND EXPENSE,"ECONOMIC CLASS: (LESS THAN 1,000 $) AND EXPENSE: (50,000 OR MORE $)",2.0,82.2
CENSUS,2022,YEAR,,STATE,NEW YORK,36,,,,,,,0,,FERTILIZER TOTALS,"FERTILIZER TOTALS, INCL LIME & SOIL CONDITIONERS - OPERATIONS WITH EXPENSE",ECONOMIC CLASS AND EXPENSE,"ECONOMIC CLASS: (LESS THAN 1,000 $) AND EXPENSE: (LESS THAN 5,000 $)",1056.0,8.9
CENSUS,2022,YEAR,,STATE,NEW YORK,36,,,,,,,0,,FERTILIZER TOTALS,"FERTILIZER TOTALS, INCL LIME & SOIL CONDITIONERS - OPERATIONS WITH EXPENSE",EXPENSE,"EXPENSE: (1,000 TO 4,999 $)",4223.0,3.0
CENSUS,2022,YEAR,,STATE,NEW YORK,36,,,,,,,0,,FERTILIZER TOTALS,"FERTILIZER TOTALS, INCL LIME & SOIL CONDITIONERS - OPERATIONS WITH EXPENSE",EXPENSE,"EXPENSE: (10,000 TO 24,999 $)",1696.0,2.1
CENSUS,2022,YEAR,,STATE,NEW YORK,36,,,,,,,0,,FERTILIZER TOTALS,"FERTILIZER TOTALS, INCL LIME & SOIL CONDITIONERS - OPERATIONS WITH EXPENSE",EXPENSE,"EXPENSE: (100,000 OR MORE $)",779.0,6.2
CENSUS,2022,YEAR,,STATE,NEW YORK,36,,,,,,,0,,FERTILIZER TOTALS,"FERTILIZER TOTALS, INCL LIME & SOIL CONDITIONERS - OPERATIONS WITH EXPENSE",EXPENSE,"EXPENSE: (25,000 TO 49,999 $)",851.0,7.4
CENSUS,2022,YEAR,,STATE,NEW YORK,36,,,,,,,0,,FERTILIZER TOTALS,"FERTILIZER TOTALS, INCL LIME & SOIL CONDITIONERS - OPERATIONS WITH EXPENSE",EXPENSE,"EXPENSE: (5,000 TO 24,999 $)",3185.0,2.2
CENSUS,2022,YEAR,,STATE,NEW YORK,36,,,,,,,0,,FERTILIZER TOTALS,"FERTILIZER TOTALS, INCL LIME & SOIL CONDITIONERS - OPERATIONS WITH EXPENSE",EXPENSE,"EXPENSE: (5,000 TO 9,999 $)",1489.0,3.2
CENSUS,2022,YEAR,,STATE,NEW YORK,36,,,,,,,0,,FERTILIZER TOTALS,"FERTILIZER TOTALS, INCL LIME & SOIL CONDITIONERS - OPERATIONS WITH EXPENSE",EXPENSE,"EXPENSE: (50,000 OR MORE $)",1395.0,4.3
CENSUS,2022,YEAR,,STATE,NEW YORK,36,,,,,,,0,,FERTILIZER TOTALS,"FERTILIZER TOTALS, INCL LIME & SOIL CONDITIONERS - OPERATIONS WITH EXPENSE",EXPENSE,"EXPENSE: (50,000 TO 99,999 $)",616.0,4.7
CENSUS,2022,YEAR,,STATE,NEW YORK,36,,,,,,,0,,FERTILIZER TOTALS,"FERTILIZER TOTALS, INCL LIME & SOIL CONDITIONERS - OPERATIONS WITH EXPENSE",EXPENSE,EXPENSE: (500 TO 999 $),1356.0,4.7
CENSUS,2022,YEAR,,STATE,NEW YORK,36,,,,,,,0,,FERTILIZER TOTALS,"FERTILIZER TOTALS, INCL LIME & SOIL CONDITIONERS - OPERATIONS WITH EXPENSE",EXPENSE,"EXPENSE: (LESS THAN 5,000 $)",8071.0,3.7
CENSUS,2022,YEAR,,STATE,NEW YORK,36,,,,,,,0,,FERTILIZER TOTALS,"FERTILIZER TOTALS, INCL LIME & SOIL CONDITIONERS - OPERATIONS WITH EXPENSE",EXPENSE,EXPENSE: (LESS THAN 500 $),2492.0,4.8
CENSUS,2022,YEAR,,STATE,NEW YORK,36,,,,,,,0,,FERTILIZER TOTALS,"FERTILIZER TOTALS, INCL LIME & SOIL CONDITIONERS - OPERATIONS WITH EXPENSE",FARM SALES,"FARM SALES: (1,000 TO 2,499 $)",608.0,5.9
CENSUS,2022,YEAR,,STATE,NEW YORK,36,,,,,,,0,,FERTILIZER TOTALS,"FERTILIZER TOTALS, INCL LIME & SOIL CONDITIONERS - OPERATIONS WITH EXPENSE",FARM SALES,"FARM SALES: (1,000,000 OR MORE $)",1338.0,7.0
CENSUS,2022,YEAR,,STATE,NEW YORK,36,,,,,,,0,,FERTILIZER TOTALS,"FERTILIZER TOTALS, INCL LIME & SOIL CONDITIONERS - OPERATIONS WITH EXPENSE",FARM SALES,"FARM SALES: (10,000 TO 24,999 $)",1882.0,4.3
CENSUS,2022,YEAR,,STATE,NEW YORK,36,,,,,,,0,,FERTILIZER TOTALS,"FERTILIZER TOTALS, INCL LIME & SOIL CONDITIONERS - OPERATIONS WITH EXPENSE",FARM SALES,"FARM SALES: (100,000 TO 249,999 $)",1825.0,6.4
CENSUS,2022,YEAR,,STATE,NEW YORK,36,,,,,,,0,,FERTILIZER TOTALS,"FERTILIZER TOTALS, INCL LIME & SOIL CONDITIONERS - OPERATIONS WITH EXPENSE",FARM SALES,"FARM SALES: (2,500 TO 4,999 $)",713.0,5.5
CENSUS,2022,YEAR,,STATE,NEW YORK,36,,,,,,,0,,FERTILIZER TOTALS,"FERTILIZER TOTALS, INCL LIME & SOIL CONDITIONERS - OPERATIONS WITH EXPENSE",FARM SALES,"FARM SALES: (25,000 TO 49,999 $)",1509.0,4.7
CENSUS,2022,YEAR,,STATE,NEW YORK,36,,,,,,,0,,FERTILIZER TOTALS,"FERTILIZER TOTALS, INCL LIME & SOIL CONDITIONERS - OPERATIONS WITH EXPENSE",FARM SALES,"FARM SALES: (250,000 TO 499,999 $)",1291.0,3.1
CENSUS,2022,YEAR,,STATE,NEW YORK,36,,,,,,,0,,FERTILIZER TOTALS,"FERTILIZER TOTALS, INCL LIME & SOIL CONDITIONERS - OPERATIONS WITH EXPENSE",FARM SALES,"FARM SALES: (5,000 TO 9,999 $)",1082.0,6.3
CENSUS,2022,YEAR,,STATE,NEW YORK,36,,,,,,,0,,FERTILIZER TOTALS,"FERTILIZER TOTALS, INCL LIME & SOIL CONDITIONERS - OPERATIONS WITH EXPENSE",FARM SALES,"FARM SALES: (50,000 TO 99,999 $)",1348.0,5.5
CENSUS,2022,YEAR,,STATE,NEW YORK,36,,,,,,,0,,FERTILIZER TOTALS,"FERTILIZER TOTALS, INCL LIME & SOIL CONDITIONERS - OPERATIONS WITH EXPENSE",FARM SALES,"FARM SALES: (500,000 TO 999,999 $)",726.0,1.8
CENSUS,2022,YEAR,,STATE,NEW YORK,36,,,,,,,0,,FERTILIZER TOTALS,"FERTILIZER TOTALS, INCL LIME & SOIL CONDITIONERS - OPERATIONS WITH EXPENSE",FARM SALES,"FARM SALES: (LESS THAN 1,000 $)",1180.0,9.6
CENSUS,2022,YEAR,,STATE,NEW YORK,36,,,,,,,0,,FERTILIZER TOTALS,"FERTILIZER TOTALS, INCL LIME & SOIL CONDITIONERS - OPERATIONS WITH EXPENSE",FARM SALES AND EXPENSE,"FARM SALES: (1,000 TO 2,499 $) AND EXPENSE: (5,000 TO 24,999 $)",30.0,20.5
CENSUS,2022,YEAR,,STATE,NEW YORK,36,,,,,,,0,,FERTILIZER TOTALS,"FERTILIZER TOTALS, INCL LIME & SOIL CONDITIONERS - OPERATIONS WITH EXPENSE",FARM SALES AND EXPENSE,"FARM SALES: (1,000 TO 2,499 $) AND EXPENSE: (LESS THAN 5,000 $)",578.0,5.8
CENSUS,2022,YEAR,,STATE,NEW YORK,36,,,,,,,0,,FERTILIZER TOTALS,"FERTILIZER TOTALS, INCL LIME & SOIL CONDITIONERS - OPERATIONS WITH EXPENSE",FARM SALES AND EXPENSE,"FARM SALES: (1,000,000 OR MORE $) AND EXPENSE: (25,000 TO 49,999 $)",183.0,10.1
CENSUS,2022,YEAR,,STATE,NEW YORK,36,,,,,,,0,,FERTILIZER TOTALS,"FERTILIZER TOTALS, INCL LIME & SOIL CONDITIONERS - OPERATIONS WITH EXPENSE",FARM SALES AND EXPENSE,"FARM SALES: (1,000,000 OR MORE $) AND EXPENSE: (5,000 TO 24,999 $)",255.0,12.2
CENSUS,2022,YEAR,,STATE,NEW YORK,36,,,,,,,0,,FERTILIZER TOTALS,"FERTILIZER TOTALS, INCL LIME & SOIL CONDITIONERS - OPERATIONS WITH EXPENSE",FARM SALES AND EXPENSE,"FARM SALES: (1,000,000 OR MORE $) AND EXPENSE: (50,000 OR MORE $)",851.0,5.6
CENSUS,2022,YEAR,,STATE,NEW YORK,36,,,,,,,0,,FERTILIZER TOTALS,"FERTILIZER TOTALS, INCL LIME & SOIL CONDITIONERS - OPERATIONS WITH EXPENSE",FARM SALES AND EXPENSE,"FARM SALES: (1,000,000 OR MORE $) AND EXPENSE: (LESS THAN 5,000 $)",49.0,11.0
CENSUS,2022,YEAR,,STATE,NEW YORK,36,,,,,,,0,,FERTILIZER TOTALS,"FERTILIZER TOTALS, INCL LIME & SOIL CONDITIONERS - OPERATIONS WITH EXPENSE",FARM SALES AND EXPENSE,"FARM SALES: (10,000 TO 24,999 $) AND EXPENSE: (25,000 TO 49,999 $)",3.0,31.6
CENSUS,2022,YEAR,,STATE,NEW YORK,36,,,,,,,0,,FERTILIZER TOTALS,"FERTILIZER TOTALS, INCL LIME & SOIL CONDITIONERS - OPERATIONS WITH EXPENSE",FARM SALES AND EXPENSE,"FARM SALES: (10,000 TO 24,999 $) AND EXPENSE: (5,000 TO 24,999 $)",231.0,7.3
CENSUS,2022,YEAR,,STATE,NEW YORK,36,,,,,,,0,,FERTILIZER TOTALS,"FERTILIZER TOTALS, INCL LIME & SOIL CONDITIONERS - OPERATIONS WITH EXPENSE",FARM SALES AND EXPENSE,"FARM SALES: (10,000 TO 24,999 $) AND EXPENSE: (LESS THAN 5,000 $)",1648.0,5.0
CENSUS,2022,YEAR,,STATE,NEW YORK,36,,,,,,,0,,FERTILIZER TOTALS,"FERTILIZER TOTALS, INCL LIME & SOIL CONDITIONERS - OPERATIONS WITH EXPENSE",FARM SALES AND EXPENSE,"FARM SALES: (100,000 TO 249,999 $) AND EXPENSE: (25,000 TO 49,999 $)",239.0,13.3
CENSUS,2022,YEAR,,STATE,NEW YORK,36,,,,,,,0,,FERTILIZER TOTALS,"FERTILIZER TOTALS, INCL LIME & SOIL CONDITIONERS - OPERATIONS WITH EXPENSE",FARM SALES AND EXPENSE,"FARM SALES: (100,000 TO 249,999 $) AND EXPENSE: (5,000 TO 24,999 $)",798.0,6.2
CENSUS,2022,YEAR,,STATE,NEW YORK,36,,,,,,,0,,FERTILIZER TOTALS,"FERTILIZER TOTALS, INCL LIME & SOIL CONDITIONERS - OPERATIONS WITH EXPENSE",FARM SALES AND EXPENSE,"FARM SALES: (100,000 TO 249,999 $) AND EXPENSE: (50,000 OR MORE $)",90.0,32.8
CENSUS,2022,YEAR,,STATE,NEW YORK,36,,,,,,,0,,FERTILIZER TOTALS,"FERTILIZER TOTALS, INCL LIME & SOIL CONDITIONERS - OPERATIONS WITH EXPENSE",FARM SALES AND EXPENSE,"FARM SALES: (100,000 TO 249,999 $) AND EXPENSE: (LESS THAN 5,000 $)",698.0,9.0
CENSUS,2022,YEAR,,STATE,NEW YORK,36,,,,,,,0,,FERTILIZER TOTALS,"FERTILIZER TOTALS, INCL LIME & SOIL CONDITIONERS - OPERATIONS WITH EXPENSE",FARM SALES AND EXPENSE,"FARM SALES: (2,500 TO 4,999 $) AND EXPENSE: (5,000 TO 24,999 $)",19.0,18.0
CENSUS,2022,YEAR,,STATE,NEW YORK,36,,,,,,,0,,FERTILIZER TOTALS,"FERTILIZER TOTALS, INCL LIME & SOIL CONDITIONERS - OPERATIONS WITH EXPENSE",FARM SALES AND EXPENSE,"FARM SALES: (2,500 TO 4,999 $) AND EXPENSE: (LESS THAN 5,000 $)",694.0,5.9
CENSUS,2022,YEAR,,STATE,NEW YORK,36,,,,,,,0,,FERTILIZER TOTALS,"FERTILIZER TOTALS, INCL LIME & SOIL CONDITIONERS - OPERATIONS WITH EXPENSE",FARM SALES AND EXPENSE,"FARM SALES: (25,000 TO 49,999 $) AND EXPENSE: (25,000 TO 49,999 $)",8.0,26.5
CENSUS,2022,YEAR,,STATE,NEW YORK,36,,,,,,,0,,FERTILIZER TOTALS,"FERTILIZER TOTALS, INCL LIME & SOIL CONDITIONERS - OPERATIONS WITH EXPENSE",FARM SALES AND EXPENSE,"FARM SALES: (25,000 TO 49,999 $) AND EXPENSE: (5,000 TO 24,999 $)",407.0,7.6
CENSUS,2022,YEAR,,STATE,NEW YORK,36,,,,,,,0,,FERTILIZER TOTALS,"FERTILIZER TOTALS, INCL LIME & SOIL CONDITIONERS - OPERATIONS WITH EXPENSE",FARM SALES AND EXPENSE,"FARM SALES: (25,000 TO 49,999 $) AND EXPENSE: (50,000 OR MORE $)",1.0,94.9
CENSUS,2022,YEAR,,STATE,NEW YORK,36,,,,,,,0,,FERTILIZER TOTALS,"FERTILIZER TOTALS, INCL LIME & SOIL CONDITIONERS - OPERATIONS WITH EXPENSE",FARM SALES AND EXPENSE,"FARM SALES: (25,000 TO 49,999 $) AND EXPENSE: (LESS THAN 5,000 $)",1093.0,4.4
CENSUS,2022,YEAR,,STATE,NEW YORK,36,,,,,,,0,,FERTILIZER TOTALS,"FERTILIZER TOTALS, INCL LIME & SOIL CONDITIONERS - OPERATIONS WITH EXPENSE",FARM SALES AND EXPENSE,"FARM SALES: (250,000 TO 499,999 $) AND EXPENSE: (25,000 TO 49,999 $)",181.0,19.9
CENSUS,2022,YEAR,,STATE,NEW YORK,36,,,,,,,0,,FERTILIZER TOTALS,"FERTILIZER TOTALS, INCL LIME & SOIL CONDITIONERS - OPERATIONS WITH EXPENSE",FARM SALES AND EXPENSE,"FARM SALES: (250,000 TO 499,999 $) AND EXPENSE: (5,000 TO 24,999 $)",583.0,3.8
CENSUS,2022,YEAR,,STATE,NEW YORK,36,,,,,,,0,,FERTILIZER TOTALS,"FERTILIZER TOTALS, INCL LIME & SOIL CONDITIONERS - OPERATIONS WITH EXPENSE",FARM SALES AND EXPENSE,"FARM SALES: (250,000 TO 499,999 $) AND EXPENSE: (50,000 OR MORE $)",221.0,7.6
CENSUS,2022,YEAR,,STATE,NEW YORK,36,,,,,,,0,,FERTILIZER TOTALS,"FERTILIZER TOTALS, INCL LIME & SOIL CONDITIONERS - OPERATIONS WITH EXPENSE",FARM SALES AND EXPENSE,"FARM SALES: (250,000 TO 499,999 $) AND EXPENSE: (LESS THAN 5,000 $)",306.0,4.7
CENSUS,2022,YEAR,,STATE,NEW YORK,36,,,,,,,0,,FERTILIZER TOTALS,"FERTILIZER TOTALS, INCL LIME & SOIL CONDITIONERS - OPERATIONS WITH EXPENSE",FARM SALES AND EXPENSE,"FARM SALES: (5,000 TO 9,999 $) AND EXPENSE: (25,000 TO 49,999 $)",3.0,31.6
CENSUS,2022,YEAR,,STATE,NEW YORK,36,,,,,,,0,,FERTILIZER TOTALS,"FERTILIZER TOTALS, INCL LIME & SOIL CONDITIONERS - OPERATIONS WITH EXPENSE",FARM SALES AND EXPENSE,"FARM SALES: (5,000 TO 9,999 $) AND EXPENSE: (5,000 TO 24,999 $)",53.0,48.6
CENSUS,2022,YEAR,,STATE,NEW YORK,36,,,,,,,0,,FERTILIZER TOTALS,"FERTILIZER TOTALS, INCL LIME & SOIL CONDITIONERS - OPERATIONS WITH EXPENSE",FARM SALES AND EXPENSE,"FARM SALES: (5,000 TO 9,999 $) AND EXPENSE: (LESS THAN 5,000 $)",1026.0,4.9
